src_ip,total_sessions,username_entropy,password_entropy,command_entropy
181.209.63.113,6,1.584962500721156,1.9182958340544896,1.0
181.212.81.227,3,0.9182958340544894,1.584962500721156,1.0
181.23.50.3,3,0.9182958340544894,1.584962500721156,1.0
181.233.140.250,1,0.0,0.0,0.0
181.28.101.14,61,3.388792255170072,4.132531034747952,1.0
181.30.12.214,3,0.9182958340544894,0.9182958340544894,1.0
181.49.117.21,3,0.9182958340544894,1.584962500721156,1.0
181.49.50.6,3,0.9182958340544894,1.584962500721156,1.0
181.65.136.17,9,1.5304930567574826,2.113283334294875,1.0
181.94.225.221,6,1.584962500721156,1.9182958340544896,1.0
182.135.66.173,1,0.0,0.0,0.0
182.151.13.134,2,0.0,0.0,0.0
182.151.14.107,30,3.4594316186372978,3.4594316186372978,0.0
182.151.20.26,33,2.75,3.0,1.0
182.151.3.137,6,0.0,0.0,0.0
182.151.48.34,4,0.9182958340544894,1.584962500721156,1.0
182.151.63.199,1,0.0,0.0,4.247927513443585
182.156.80.11,2,1.0,1.0,0.0
182.163.112.230,3,0.9182958340544894,1.584962500721156,1.0
182.18.161.165,3,0.9182958340544894,1.584962500721156,1.0
182.180.77.216,33,4.983788058752394,4.574400937409153,1.0
182.184.75.7,3,1.584962500721156,0.9182958340544894,0.0
182.215.66.232,4,0.0,1.0,3.0
182.223.47.6,1,0.0,0.0,0.0
182.227.214.33,1,0.0,0.0,0.0
182.253.48.27,3,0.9182958340544894,1.584962500721156,1.0
182.37.1.230,1,0.0,0.0,0.0
182.40.102.159,71,1.032706075744935,3.1532593803025257,3.4408435846087544
182.40.195.233,2,0.0,0.0,0.0
182.42.113.10,1,0.0,0.0,0.0
182.42.148.232,2,0.0,0.0,0.0
182.42.80.121,1,0.0,0.0,0.0
182.43.161.167,2,0.0,0.0,0.0
182.43.214.135,1,0.0,0.0,0.0
182.43.226.211,30,4.392317422778759,4.201841232302569,0.0
182.43.230.225,1,0.0,0.0,0.0
182.43.235.218,3,0.9182958340544894,1.584962500721156,1.0
182.43.243.254,4,0.9182958340544894,1.584962500721156,1.0
182.43.247.127,3,0.9182958340544894,1.584962500721156,1.0
182.43.71.198,2,0.0,0.0,0.0
182.44.12.151,1,0.0,0.0,0.0
182.44.79.69,3,0.9182958340544894,1.584962500721156,1.0
182.45.211.106,1,0.0,0.0,0.0
182.52.229.184,1,0.0,0.0,0.0
182.52.90.208,4,0.0,0.0,0.0
182.53.52.68,1,0.0,0.0,0.0
182.61.13.22,2,0.0,0.0,0.0
182.61.18.212,2,0.0,0.0,0.0
182.70.39.17,4,0.0,1.0,1.584962500721156
182.71.140.34,1,0.0,0.0,0.0
182.71.75.106,3,0.9182958340544894,1.584962500721156,1.0
182.75.119.58,2,1.0,1.0,0.0
182.75.197.174,5,1.370950594454669,1.9219280948873625,0.0
182.75.65.22,6,1.584962500721156,1.9182958340544896,1.0
182.76.134.58,2,1.0,1.0,0.0
182.76.36.62,1,0.0,0.0,0.0
182.79.218.164,1,0.0,0.0,0.0
182.92.161.154,2,0.0,0.0,0.0
182.92.186.154,3,0.9182958340544894,1.584962500721156,1.0
182.92.233.189,2,0.0,0.0,0.0
182.93.50.90,3,0.9182958340544894,1.584962500721156,1.0
183.105.3.221,1,0.0,0.0,0.0
183.108.167.150,4,0.0,1.0,1.584962500721156
183.109.148.43,3,1.584962500721156,1.584962500721156,0.0
183.131.224.2,2,0.0,0.0,0.0
183.131.86.209,3,0.0,1.0,1.0
183.134.88.239,3,0.9182958340544894,1.584962500721156,1.0
183.162.79.39,1,0.0,0.0,0.0
183.167.198.31,1,0.0,0.0,0.0
183.167.234.154,1,0.0,0.0,0.0
183.171.144.54,1,0.0,0.0,0.0
183.171.149.196,1,0.0,0.0,0.0
183.171.154.51,1,0.0,0.0,0.0
183.171.4.138,1,0.0,0.0,0.0
183.171.9.22,1,0.0,0.0,0.0
183.195.23.238,1,0.0,0.0,0.0
183.196.152.115,1,0.0,1.0,3.0
183.203.187.39,1,0.0,0.0,0.0
183.215.230.24,1,0.0,0.0,0.0
183.220.231.212,1,0.0,0.0,0.0
183.220.241.3,1,0.0,0.0,0.0
183.221.192.237,1,0.0,0.0,0.0
183.221.243.13,10,1.5,2.0,1.0
183.224.129.218,2,0.0,0.0,0.0
183.224.241.230,1,0.0,0.0,0.0
183.230.165.58,1,0.0,0.0,0.0
183.232.230.82,1,0.0,0.0,0.0
183.236.75.189,1,0.0,0.0,0.0
183.237.186.75,1,0.0,0.0,0.0
183.47.14.74,1,0.0,0.0,0.0
183.56.202.247,1,0.0,0.0,0.0
183.56.205.82,4,0.9182958340544894,1.584962500721156,1.0
183.56.216.153,53,4.067543096072631,3.7630343132911674,1.0
183.56.231.213,2,0.0,0.0,0.0
183.6.104.23,1,0.0,0.0,0.0
183.6.92.20,6,0.0,0.0,0.0
183.60.174.140,1,0.0,0.0,0.0
183.62.240.234,4,0.0,1.584962500721156,4.201841232302569
183.63.103.84,1,0.0,0.0,0.0
183.66.113.58,1,0.0,0.0,0.0
183.66.136.6,3,0.9182958340544894,1.584962500721156,1.0
183.80.104.30,2,0.0,1.0,0.0
183.83.221.77,1,0.0,0.0,0.0
183.91.11.36,3,0.9182958340544894,1.584962500721156,1.0
183.99.89.74,1,0.0,0.0,0.0
184.105.139.67,1,0.0,0.0,0.0
184.105.139.68,2,0.0,0.0,0.0
184.105.139.69,2,0.0,0.0,0.0
184.105.139.70,2,0.0,0.0,0.0
184.105.247.194,2,0.0,0.0,0.0
184.105.247.195,5,0.0,0.0,0.0
184.105.247.196,2,0.0,0.0,0.0
184.105.247.252,3,0.0,0.0,0.0
184.105.247.254,2,0.0,0.0,0.0
184.168.120.45,2,0.0,0.0,0.0
184.168.121.83,3,0.9182958340544894,1.584962500721156,1.0
184.168.122.184,6,1.584962500721156,1.9182958340544896,1.0
184.168.29.142,30,4.906890595608518,4.389898095464288,0.0
184.168.30.25,6,1.584962500721156,1.9182958340544896,1.0
184.185.2.1,1,0.0,0.0,0.0
184.185.2.254,1,0.0,0.0,0.0
184.189.122.139,1,0.0,0.0,0.0
185.100.54.30,2,0.0,0.0,0.0
185.115.100.144,1,0.0,0.0,0.0
185.117.73.49,3,0.9182958340544894,1.584962500721156,1.0
185.126.3.243,3,0.9182958340544894,1.584962500721156,1.0
185.141.132.26,3,0.9182958340544894,1.584962500721156,1.0
185.141.216.27,1,0.0,0.0,0.0
185.154.192.50,3,0.9182958340544894,1.584962500721156,1.0
185.157.223.126,6,0.9182958340544894,1.9182958340544896,1.0
185.160.160.72,1,0.0,0.0,0.0
185.164.72.200,3,0.9182958340544894,1.584962500721156,1.0
185.165.191.27,4,0.0,0.0,0.0
185.168.194.152,3,0.9182958340544894,1.584962500721156,1.0
185.170.144.3,5,0.0,0.0,0.0
185.177.219.191,3,0.9182958340544894,1.584962500721156,1.0
185.178.147.103,3,0.9182958340544894,1.584962500721156,1.0
185.180.140.123,1,0.0,0.0,0.0
185.180.140.13,1,0.0,0.0,0.0
185.188.217.121,1,0.0,1.0,3.1699250014423126
185.188.217.132,1,0.0,1.0,3.0
185.196.220.81,33,1.3004032104603251,2.053163126769723,2.807354922057605
185.199.98.51,1,0.0,0.0,0.0
185.204.171.71,3,0.9182958340544894,1.584962500721156,1.0
185.212.221.4,1,0.0,0.0,0.0
185.213.164.101,6,0.9182958340544894,1.9182958340544896,1.0
185.213.164.153,3,0.9182958340544894,1.584962500721156,1.0
185.213.164.154,3,0.9182958340544894,1.584962500721156,1.0
185.213.164.162,3,0.9182958340544894,1.584962500721156,1.0
185.213.164.164,9,1.5304930567574826,2.113283334294875,1.0
185.213.164.175,3,0.9182958340544894,1.584962500721156,1.0
185.213.164.176,3,0.9182958340544894,1.584962500721156,1.0
185.213.164.23,3,0.9182958340544894,1.584962500721156,1.0
185.213.165.107,6,1.584962500721156,1.9182958340544896,1.0
185.213.165.122,3,0.9182958340544894,1.584962500721156,1.0
185.213.165.126,3,0.9182958340544894,1.584962500721156,1.0
185.213.165.150,6,1.584962500721156,1.9182958340544896,1.0
185.213.165.180,3,0.9182958340544894,1.584962500721156,1.0
185.213.173.45,3,0.9182958340544894,1.584962500721156,1.0
185.213.174.209,6,0.9182958340544894,1.9182958340544896,1.0
185.213.175.190,3,0.9182958340544894,1.584962500721156,1.0
185.216.116.13,3,0.9182958340544894,1.584962500721156,1.0
185.216.116.71,6,1.584962500721156,1.9182958340544896,1.0
185.216.116.99,9,1.974937501201927,2.113283334294875,1.0
185.218.7.59,3,0.9182958340544894,1.584962500721156,1.0
185.22.67.50,3,0.9182958340544894,1.584962500721156,1.0
185.220.101.104,1,0.0,0.0,0.0
185.220.101.107,1,0.0,0.0,0.0
185.220.101.172,2,0.0,0.0,0.0
185.220.101.42,1,0.0,0.0,0.0
185.220.101.43,1,0.0,0.0,0.0
185.220.101.52,1,0.0,0.0,0.0
185.238.200.90,1,0.0,0.0,0.0
185.242.226.20,7,0.0,0.0,0.0
185.243.96.117,3,0.0,0.0,0.0
185.246.188.74,2,0.0,0.0,0.0
185.247.137.120,2,0.0,0.0,0.0
185.247.137.146,2,0.0,0.0,0.0
185.247.137.168,2,0.0,0.0,0.0
185.247.137.192,2,0.0,0.0,0.0
185.247.137.240,2,0.0,0.0,0.0
185.247.137.28,2,0.0,0.0,0.0
185.247.137.44,2,0.0,0.0,0.0
185.247.137.86,4,0.0,0.0,0.0
185.254.44.30,1,0.0,0.0,0.0
185.255.212.178,2,1.0,1.0,0.0
185.255.47.190,1,0.0,0.0,0.0
185.255.90.135,3,0.9182958340544894,1.584962500721156,1.0
185.255.90.138,3,0.9182958340544894,1.584962500721156,1.0
185.255.90.163,9,1.974937501201927,2.113283334294875,1.0
185.255.90.45,3,0.9182958340544894,1.584962500721156,1.0
185.255.91.164,3,0.9182958340544894,1.584962500721156,1.0
185.255.91.186,3,0.9182958340544894,1.584962500721156,1.0
185.255.91.201,3,0.9182958340544894,1.584962500721156,1.0
185.255.91.221,3,0.9182958340544894,1.584962500721156,1.0
185.255.91.228,3,0.9182958340544894,1.584962500721156,1.0
185.255.91.50,3,0.9182958340544894,1.584962500721156,1.0
185.36.145.213,78295,0.0,0.0,0.0
185.39.17.94,27,0.0,0.0,0.0
185.39.19.52,1,0.0,0.0,0.0
185.4.179.226,6,0.9182958340544894,1.9182958340544896,1.0
185.42.12.240,4,1.5,1.0,0.0
185.47.253.216,1,0.0,0.0,0.0
185.51.164.63,2,0.0,0.0,0.0
185.6.81.48,1,0.0,0.0,0.0
185.7.214.180,1869,0.5904854117856415,1.3029128220444766,0.0
185.7.214.240,3,0.9182958340544894,1.584962500721156,1.0
185.7.214.37,1,0.0,0.0,0.0
185.7.214.74,3,0.0,0.0,0.0
185.74.5.177,3,0.9182958340544894,1.584962500721156,1.0
185.93.89.118,66,0.0,5.892878967843301,0.0
185.93.89.98,1,0.0,0.0,0.0
186.10.125.209,6,1.584962500721156,1.9182958340544896,1.0
186.103.169.12,6,1.584962500721156,1.9182958340544896,1.0
186.117.149.128,3,0.9182958340544894,1.584962500721156,1.0
186.13.43.41,3,0.9182958340544894,1.584962500721156,1.0
186.147.178.173,9,1.974937501201927,2.113283334294875,1.0
186.182.16.9,3,0.9182958340544894,1.584962500721156,1.0
186.201.54.90,2,0.0,0.0,0.0
186.210.217.174,3,0.9182958340544894,1.584962500721156,1.0
186.210.29.251,2,0.0,0.0,0.0
186.215.107.189,1,0.0,0.0,0.0
186.227.149.195,2,0.0,0.0,0.0
186.233.204.9,6,1.584962500721156,1.9182958340544896,1.0
186.247.193.126,1,0.0,0.0,0.0
186.248.197.77,3,0.9182958340544894,1.584962500721156,1.0
186.31.95.163,59,4.013525575212092,4.1485266954860025,1.0
186.75.154.14,6,1.584962500721156,1.9182958340544896,1.0
186.87.166.141,6,1.584962500721156,1.9182958340544896,1.0
186.96.145.241,1,0.0,0.0,0.0
186.96.151.198,9,1.974937501201927,2.113283334294875,1.0
186.96.166.237,3,0.9182958340544894,1.584962500721156,1.0
187.103.196.124,1,0.0,0.0,0.0
187.115.144.103,1,0.0,0.0,0.0
187.12.2.110,1,0.0,0.0,0.0
187.140.167.80,3,0.9182958340544894,1.584962500721156,1.0
187.157.153.167,9,1.974937501201927,2.113283334294875,1.0
187.157.23.247,3,0.9182958340544894,1.584962500721156,1.0
187.16.96.250,12,2.251629167387823,2.251629167387823,1.0
187.170.74.95,18,1.7527152789797051,2.4466166676282084,1.0
187.210.77.100,3,0.9182958340544894,1.584962500721156,1.0
187.212.30.140,36,4.94770277922009,4.83659166810898,1.0
187.212.32.5,3,0.9182958340544894,1.584962500721156,1.0
187.225.19.139,2,0.0,0.0,0.0
187.230.10.143,3,0.9182958340544894,1.584962500721156,1.0
187.245.211.234,3,0.9182958340544894,1.584962500721156,1.0
187.33.148.81,1,0.0,0.0,0.0
187.33.59.116,3,0.9182958340544894,1.584962500721156,1.0
187.34.212.38,3,0.9182958340544894,1.584962500721156,1.0
187.45.100.0,12,1.9182958340544896,2.251629167387823,1.0
187.49.152.10,6,1.584962500721156,1.9182958340544896,1.0
187.49.152.12,73,0.9136617865655932,3.175054695392134,1.0
187.49.152.14,3,0.9182958340544894,1.584962500721156,1.0
187.56.132.31,10,1.295461844238322,2.6464393446710153,3.978094888169261
187.95.160.53,3,0.9182958340544894,1.584962500721156,1.0
188.0.130.250,66,3.1972894719884626,3.8608227129654256,1.0
188.114.151.158,1,0.0,0.0,0.0
188.132.150.238,3,0.9182958340544894,1.584962500721156,1.0
188.149.248.196,1,0.0,0.0,0.0
188.165.218.151,9,1.5304930567574826,2.113283334294875,1.0
188.166.102.35,4,0.9182958340544894,1.584962500721156,0.0
188.166.105.120,3,0.9182958340544894,1.584962500721156,1.0
188.166.118.95,13,3.084962500721156,3.41829583405449,0.0
188.166.162.52,5,2.0,2.0,0.0
188.166.165.226,2,0.0,0.0,0.0
188.166.173.64,43,5.344698375159714,5.344698375159714,0.0
188.166.191.39,3,0.9182958340544894,1.584962500721156,1.0
188.166.217.79,36,5.003258334775646,4.392147223664535,1.0
188.166.223.5,5,1.5219280948873626,1.9219280948873625,1.0
188.166.237.80,3,0.9182958340544894,1.584962500721156,1.0
188.166.246.129,12,0.0,0.0,0.0
188.166.49.135,1,0.0,0.0,0.0
188.168.12.14,2,0.0,1.0,0.0
188.168.87.142,2,0.0,1.0,0.0
188.17.148.221,3,0.9182958340544894,1.584962500721156,1.0
188.17.228.34,6,1.584962500721156,1.9182958340544896,1.0
188.193.237.193,3,0.9182958340544894,1.584962500721156,1.0
188.194.11.247,6,1.584962500721156,1.9182958340544896,1.0
188.226.148.205,2,0.0,0.0,0.0
188.226.76.11,1,0.0,1.0,3.0
188.239.20.174,1,0.0,0.0,0.0
188.254.50.180,3,0.9182958340544894,1.584962500721156,1.0
188.26.218.201,4,0.0,1.0,1.584962500721156
188.43.204.45,1,0.0,0.0,0.0
188.53.184.50,3,0.9182958340544894,1.584962500721156,1.0
188.59.141.17,3,0.0,0.0,0.0
188.81.58.46,25,4.297079327540664,4.201841232302569,0.0
188.83.65.78,3,0.9182958340544894,1.584962500721156,1.0
189.112.0.11,6,1.584962500721156,1.9182958340544896,1.0
189.148.138.210,7,0.0,0.0,0.0
189.155.119.106,2,0.0,0.0,0.0
189.20.6.2,1,0.0,0.0,0.0
189.203.141.242,6,1.584962500721156,1.9182958340544896,1.0
189.22.248.112,3,0.9182958340544894,1.584962500721156,1.0
189.241.68.28,3,0.9182958340544894,1.584962500721156,1.0
189.3.191.89,6,1.584962500721156,1.9182958340544896,1.0
189.30.138.86,3,0.9182958340544894,1.584962500721156,1.0
189.34.194.144,3,0.9182958340544894,1.584962500721156,1.0
189.35.128.172,6,1.584962500721156,1.9182958340544896,1.0
189.4.10.114,3,0.9182958340544894,1.584962500721156,1.0
189.44.109.10,13,3.5465935642949393,3.700439718141093,1.0
189.45.198.38,3,0.9182958340544894,1.584962500721156,1.0
189.50.105.111,6,0.9182958340544894,1.9182958340544896,1.0
189.51.38.101,1,0.0,0.0,0.0
189.63.28.152,1,0.0,1.0,3.0
189.7.17.61,135,4.350790075355874,4.608095716770613,3.960425177440649
189.8.108.39,3,0.9182958340544894,1.584962500721156,1.0
190.104.25.210,3,0.9182958340544894,1.584962500721156,1.0
190.104.25.221,30,4.906890595608518,4.573557262275185,0.0
190.117.96.174,1,0.0,0.0,0.0
190.12.102.58,36,5.003258334775645,4.736323877152402,1.0
190.12.109.162,2,1.0,1.0,0.0
190.121.195.38,1,0.0,0.0,0.0
190.128.230.98,9,1.974937501201927,2.113283334294875,1.0
190.129.114.232,3,0.0,0.0,0.0
190.129.122.86,3,0.9182958340544894,1.584962500721156,1.0
190.129.60.240,1,0.0,0.0,0.0
190.153.249.99,3,0.9182958340544894,1.584962500721156,1.0
190.167.106.96,1,0.0,0.0,0.0
190.167.237.191,3,0.9182958340544894,1.584962500721156,1.0
190.167.78.245,3,0.9182958340544894,1.584962500721156,1.0
190.173.126.60,3,0.9182958340544894,1.584962500721156,1.0
190.181.15.3,3,0.9182958340544894,1.584962500721156,1.0
190.181.4.12,1,0.0,0.0,0.0
190.182.168.124,1,0.0,0.0,0.0
190.189.123.243,6,1.584962500721156,1.9182958340544896,1.0
190.202.0.83,3,0.9182958340544894,1.584962500721156,1.0
190.202.71.102,9,1.974937501201927,2.113283334294875,1.0
190.85.108.189,3,0.9182958340544894,1.584962500721156,1.0
190.85.15.251,16,2.161978179679554,2.4696704873718622,1.0
191.223.75.89,3,0.9182958340544894,1.584962500721156,1.0
191.232.178.154,6,1.584962500721156,1.9182958340544896,1.0
191.233.25.20,3,0.9182958340544894,1.584962500721156,1.0
191.234.180.64,1,0.0,0.0,0.0
191.242.105.131,3,0.9182958340544894,1.584962500721156,1.0
191.242.105.133,33,4.983788058752394,4.574400937409153,1.0
191.36.154.175,2,0.0,0.0,0.0
191.36.158.177,2,0.0,0.0,0.0
191.5.99.111,1,0.0,0.0,0.0
191.55.128.142,2,0.0,0.0,0.0
191.91.86.103,4,0.9182958340544894,0.9182958340544894,3.095795255000934
191.96.11.162,2,0.0,0.0,0.0
191.98.191.214,3,0.9182958340544894,1.584962500721156,1.0
191.98.191.69,8,1.3787834934861756,2.2359263506290334,1.0
192.111.139.161,1,0.0,0.0,0.0
192.119.240.196,3,0.0,0.0,0.0
192.141.148.99,4,0.0,1.0,1.584962500721156
192.155.90.118,6,0.0,0.0,0.0
192.163.200.252,3,0.9182958340544894,1.584962500721156,1.0
192.166.123.111,3,0.9182958340544894,1.584962500721156,1.0
192.169.201.6,3,0.9182958340544894,1.584962500721156,1.0
192.210.135.20,3,0.9182958340544894,1.584962500721156,1.0
192.210.160.175,33,4.983788058752394,4.388288529831083,1.0
192.210.193.244,3,0.9182958340544894,1.584962500721156,1.0
192.210.255.57,3,0.9182958340544894,1.584962500721156,1.0
192.223.24.234,1,0.0,0.0,0.0
192.227.152.87,3,0.9182958340544894,1.584962500721156,1.0
192.227.211.119,6,1.584962500721156,1.9182958340544896,1.0
192.227.237.33,3,0.9182958340544894,1.584962500721156,1.0
192.241.134.234,189,6.2527283488676835,6.354271659181141,0.0
192.241.144.31,3,0.9182958340544894,1.584962500721156,1.0
192.241.157.163,1,0.0,0.0,0.0
192.241.240.6,12,0.0,0.0,0.0
192.250.228.94,3,0.9182958340544894,1.584962500721156,1.0
192.3.233.215,2,0.0,0.0,0.0
192.30.240.81,3,0.9182958340544894,1.584962500721156,1.0
192.42.116.179,1,0.0,0.0,0.0
192.42.116.212,1,0.0,0.0,0.0
192.42.116.214,1,0.0,0.0,0.0
192.42.116.215,2,0.0,0.0,0.0
192.42.116.217,1,0.0,0.0,0.0
193.106.245.20,3,0.9182958340544894,1.584962500721156,1.0
193.123.70.174,3,0.9182958340544894,1.584962500721156,1.0
193.124.181.173,3,0.9182958340544894,1.584962500721156,1.0
193.151.153.83,3,0.9182958340544894,1.584962500721156,1.0
193.151.153.84,3,0.9182958340544894,1.584962500721156,1.0
193.168.198.36,64,3.3387945467577724,3.809196364505182,1.0
193.168.198.88,3,0.9182958340544894,1.584962500721156,1.0
193.176.153.15,3,0.9182958340544894,1.584962500721156,1.0
193.176.23.8,450,0.8233744598367442,0.8233744598367442,0.0
193.176.251.229,3,0.9182958340544894,1.584962500721156,1.0
193.200.78.153,1,0.0,0.0,0.0
193.200.78.25,1,0.0,0.0,0.0
193.233.171.153,3,0.9182958340544894,1.584962500721156,1.0
193.233.202.219,15,1.0,2.9502120649147465,0.0
193.233.203.186,1,0.0,0.0,0.0
193.233.87.184,3,0.9182958340544894,1.584962500721156,1.0
193.32.162.130,203,4.320381252610978,5.25824286500398,0.0
193.32.162.131,135,0.0,5.247927513443587,0.0
193.32.162.132,101,3.0,3.0,0.0
193.32.162.133,2,0.0,0.0,0.0
193.32.162.134,255,4.977919835304241,5.160569730207683,0.0
193.32.162.135,286,3.9687114240590424,4.875020765997257,0.0
193.32.162.136,100,1.0,1.0,0.0
193.32.162.137,179,3.679932541720588,4.362362133064553,0.0
193.32.162.139,164,4.07459398700849,4.881989183962118,0.0
193.32.162.185,103,1.0,1.0,0.0
193.32.162.74,147,6.046580712304318,6.810428147033075,0.0
193.32.162.79,73,3.525031528830646,4.635006998015214,0.0
193.32.162.84,52,1.9401952739721735,4.074697149661484,0.0
193.32.162.89,5,0.0,0.0,0.0
193.32.162.97,4,0.0,0.0,0.0
193.32.189.59,2,1.0,1.0,0.0
193.46.255.124,1,0.0,0.0,0.0
193.70.87.152,33,4.983788058752394,4.741363816328151,1.0
194.0.234.107,7,0.0,0.0,0.0
194.0.234.11,1,0.0,0.0,0.0
194.0.234.149,1,0.0,0.0,0.0
194.0.234.153,2,0.0,0.0,0.0
194.0.234.16,3,0.9182958340544894,1.584962500721156,0.0
194.0.234.19,1,0.0,0.0,0.0
194.0.234.20,9,0.0,0.0,0.0
194.0.234.21,79,1.073543687132133,1.073543687132133,0.0
194.0.234.35,44,1.6787088955280092,1.6787088955280092,0.0
194.0.234.36,45,1.2652030389153022,1.3985855328168153,0.0
194.1.155.87,30,4.840223928941851,4.573557262275185,0.0
194.110.247.102,79,3.141706128492419,5.252974975106085,0.0
194.110.247.61,389,3.746040672757501,6.13609479400525,0.0
194.152.206.17,33,4.983788058752394,4.692586832254308,1.0
194.163.153.96,3,0.9182958340544894,1.584962500721156,1.0
194.164.169.21,3,0.9182958340544894,1.584962500721156,1.0
194.164.95.228,2,0.0,1.0,0.0
194.180.49.18,2,0.0,0.0,0.0
194.187.176.121,1,0.0,0.0,0.0
194.187.176.185,1,0.0,0.0,0.0
194.187.176.232,1,0.0,0.0,0.0
194.21.39.2,5,2.0,2.0,0.0
194.67.193.111,6,1.584962500721156,1.9182958340544896,1.0
194.85.69.22,1,0.0,0.0,0.0
194.87.194.93,3,0.9182958340544894,1.584962500721156,1.0
195.11.133.87,2,0.0,0.0,0.0
195.158.4.215,6,1.584962500721156,1.9182958340544896,1.0
195.161.68.104,3,0.9182958340544894,1.584962500721156,1.0
195.178.110.18,188,0.0,5.234373807502539,0.0
195.178.110.207,123,0.0,4.959820599387857,0.0
195.178.110.210,65,3.150522214728558,0.0,0.0
195.178.110.26,110,5.606739354015321,5.606739354015321,0.0
195.178.110.31,38,1.9064416718000743,5.209453365628952,0.0
195.178.110.50,34,0.0,5.087462841250341,0.0
195.178.110.6,2,0.0,0.0,0.0
195.178.110.63,18,2.793345194191516,3.4548223999466057,0.0
195.178.110.76,152,3.4803284064640656,5.54075142704295,0.0
195.184.76.11,1,0.0,0.0,0.0
195.184.76.144,1,0.0,0.0,0.0
195.184.76.151,1,0.0,0.0,0.0
195.184.76.233,1,0.0,0.0,0.0
195.184.76.238,1,0.0,0.0,0.0
195.184.76.239,1,0.0,0.0,0.0
195.184.76.24,1,0.0,0.0,0.0
195.184.76.240,1,0.0,0.0,0.0
195.184.76.31,1,0.0,0.0,0.0
195.184.76.36,1,0.0,0.0,0.0
195.184.76.38,1,0.0,0.0,0.0
195.184.76.87,2,0.0,0.0,0.0
195.184.76.98,1,0.0,0.0,0.0
195.19.102.197,6,1.584962500721156,1.9182958340544896,1.0
195.19.4.22,36,5.003258334775645,4.781036112553425,1.0
195.19.97.203,9,1.5304930567574826,2.113283334294875,1.0
195.190.104.66,3,0.9182958340544894,1.584962500721156,1.0
195.199.145.235,3,0.9182958340544894,1.584962500721156,1.0
195.211.191.125,2,1.0,1.0,0.0
195.211.191.207,1,0.0,0.0,0.0
195.211.191.4,2,0.0,0.0,0.0
195.216.211.167,1,0.0,0.0,0.0
195.47.238.177,1,0.0,0.0,0.0
195.47.238.89,1,0.0,0.0,0.0
195.88.120.62,1,0.0,0.0,0.0
196.0.120.211,3,0.9182958340544894,1.584962500721156,1.0
196.188.187.210,3,0.9182958340544894,1.584962500721156,1.0
196.188.187.85,1,0.0,0.0,0.0
196.188.63.134,1,0.0,0.0,0.0
196.189.124.195,3,0.9182958340544894,1.584962500721156,1.0
196.189.124.218,1,0.0,0.0,0.0
196.189.124.229,2,1.0,1.0,0.0
196.189.126.17,9,1.974937501201927,2.113283334294875,1.0
196.189.87.177,3,0.9182958340544894,1.584962500721156,1.0
196.191.116.218,3,0.9182958340544894,1.584962500721156,1.0
196.203.106.88,2,0.0,0.0,0.0
196.203.231.220,2,1.0,1.0,0.0
196.219.13.42,1,0.0,0.0,0.0
196.241.66.194,23,4.523561956057013,4.523561956057013,0.0
196.251.113.5,3,0.9182958340544894,1.584962500721156,1.0
196.251.114.113,1,0.0,0.0,0.0
196.251.114.29,69,0.0,0.0,0.0
196.251.117.216,1,0.0,0.0,0.0
196.251.117.217,1,0.0,0.0,0.0
196.251.117.40,1,0.0,0.0,0.0
196.251.118.184,15,0.9709505944546688,2.3219280948873626,0.0
196.251.118.52,1,0.0,0.0,0.0
196.251.66.3,16,2.177421283829365,3.10845859334435,0.0
196.251.66.71,22,2.735970393142132,3.196957186327418,0.0
196.251.67.42,59,2.704080776856097,4.167804655908872,0.0
196.251.69.116,73,2.8325407236747973,3.931704381285924,0.0
196.251.69.43,15,2.5220552088742,2.7516291673878235,0.0
196.251.70.219,135,0.9373572898432591,6.952705319257028,0.12311463565031057
196.251.70.234,20,2.3082708345352603,2.4885548621928453,0.0
196.251.80.150,1,0.0,0.0,1.0
196.251.83.136,32,2.460504653938499,2.6049540809714666,0.0
196.251.85.125,2,0.0,0.0,0.0
196.251.85.34,64,2.551427490388553,4.021207710528198,0.0
196.251.85.62,61,2.8155492167814815,4.160324136950665,0.0
196.251.86.56,14,0.7219280948873623,1.9219280948873625,0.0
196.251.87.129,2,0.0,0.0,0.0
196.251.87.35,64,2.9680106524054852,4.142249631935519,0.0
196.251.87.42,64,3.3487025506803274,0.0,0.0
196.251.87.45,30,2.8049355947431307,3.3307501784370426,0.0
196.251.87.54,30,2.5608725820217257,3.130750178437042,0.0
196.251.87.74,67,2.8353785023601104,4.231958542893546,0.0
196.251.88.103,3755,5.780642655945392,6.6506940782109805,0.0
196.28.226.123,1,0.0,0.0,0.0
196.28.226.66,2,1.0,1.0,0.0
197.153.57.103,3,0.9182958340544894,1.584962500721156,1.0
197.157.17.151,3,0.9182958340544894,1.584962500721156,1.0
197.199.224.52,6,1.584962500721156,1.9182958340544896,1.0
197.227.8.186,30,4.773557262275185,3.9559130951758243,0.0
197.231.129.154,1,0.0,0.0,0.0
197.242.145.209,3,0.9182958340544894,1.584962500721156,1.0
197.243.14.52,3,0.9182958340544894,1.584962500721156,1.0
197.245.59.26,1,0.0,0.0,0.0
197.5.144.130,3,1.0,1.0,1.0
197.5.145.121,3,0.9182958340544894,1.584962500721156,1.0
197.5.145.150,6,1.584962500721156,1.9182958340544896,1.0
197.5.145.73,30,4.840223928941851,4.573557262275185,0.0
